Country;City;Km (section);Km (cuml.);Connection
D;Bayerisch Eisenstein;84;84; 
D;Deggendorf;55;139; 
D;München;146;285;E45, E52, E54, E533, E552
Country;City;Km (section);Km (cuml.);Connection
F;Paris;0;0;E05, E15, E50, E19
F;Chaumont;265;265; 
F;Mulhouse;226;490;E25, E60, E512
CH;Basel;38;528;E25, E35, E60
D;Waldshut;54;582; 
D via CH;Lindau;144;726;E43
D;München;180;906;E45, E53, E52, E533, E552
Country;City;Km (section);Km (cuml.);Connection
CZ;ÄeskÃ© BudÄjovice;0;0;E55, E49
CZ;Humpolec;109;109; 
Country;City;Km (section);Km (cuml.);Connection
D;München;0;0;E45, E53, E52, E54, E533
A;Braunau am Inn;130;130; 
A;Wels;86;216;E56
A;Linz;32;248;E55, E60
Country;City;Km (section);Km (cuml.);Connection
S;Helsingborg;0;0;E20, E47, E04
DK;Helsingør;9;9;E47
DK;København;47;56;E20, E47
DK;Køge;45;101;E20, E47
DK;Vordingborg;60;160;E47
DK;Farø;11;172;E47
DK;Nykøbing Falster;25;196; 
DK;Gedser;23;220; 
D;Rostock;45;265;E22
D;Berlin;230;495;E30, E51, E26, E28, E36, E251
D;Lübbenau;94;590;E36
D;Dresden;105;694;E40
CZ;Teplice;63;757;E442
CZ;Praha;95;852;E65, E50, E59, E67, E48
CZ;Tábor;86;938; 
CZ;ÄeskÃ© BudÄjovice;57;996;E49, E551
CZ;DolnÃ­ DvoÅiÅ¡tÄ;42;1037;Â 
A;Linz;58;1095;E60, E552
A;Salzburg;130;1226;E60, E52, E641
A;Villach;194;1420;E61, E66
I;Tarvisio;32;1452; 
I;Udine;96;1548; 
I;Palmanova;24;1572;E70
I;Venézia-Mestre;103;1675;E70
I;Ravenna;135;1810; 
I;Cesena;35;1846;E45
I;Rimini;38;1883; 
I;Fano;53;1937;E78
I;Ancona;58;1994; 
I;Pescara;158;2153;E80
I;Canosa di Puglia;236;2389;E842
I;Bari;74;2462;E843
I;Brindisi;119;2581;E90
GR;Igoumenítsa;252;2833;E90, E92
GR;Préveza;92;2925; 
GR;Mesolóngi;126;3051;E951
GR;Río;38;3089;E65
GR;Pátra;10;3099; 
GR;Pírgos;95;3194; 
GR;Kalámata;111;3305;E65
Country;City;Km (section);Km (cuml.);Connection
D;Nürnberg;0;0;E45, E50, E51
D;Regensburg;104;104; 
D;Passau;127;231; 
A;Wels;88;319;E552
A;Sattledt;11;330;E57
Country;City;Km (section);Km (cuml.);Connection
SK;Bratislava;0;0;E65, E75, E58, E575
SK;Zvolen;193;193;E77
SK;KoÅ¡ice;209;402;E50, E71
Country;City;Km (section);Km (cuml.);Connection
SK;Trencin;0;0;E50
SK;Åœiar nad Hronom;103;103;Â 
Country;City;Km (section);Km (cuml.);Connection
H;Püspökladány;0;0;E60
H;Nyiregyháza;104;104; 
UA;Äop;75;179;Â 
UA;UÅŸgorod;25;204;E50
Country;City;Km (section);Km (cuml.);Connection
RO;BacÄu;0;0;E85
RO;BraÅov;166;166;E60, E68
RO;PiteÅti;125;291;E70, E81
Country;City;Km (section);Km (cuml.);Connection
SK;Bratislava;0;0;E65, E75, E58, E571
SK;Dunajská Streda;55;55; 
SK;Medved'ov;25;80; 
H;Vámószabadi;6;87; 
H;Györ;8;95;E75, E60
Country;City;Km (section);Km (cuml.);Connection
RO;Cluj-Napoca;0;0;E60, E81
RO;Dej;58;58; 
RO;BistriÅ£a;61;118;Â 
RO;Suceava;182;300;E85
Country;City;Km (section);Km (cuml.);Connection
A;Sattledt;0;0;E56
A;Liezen;79;79;E651
A;Sankt Michael in Obersteiermark;73;152; 
A;Graz;59;211;E59, E66
SLO;Maribor;67;278;E59
SLO;Ljubljana;133;411;E70, E61
Country;City;Km (section);Km (cuml.);Connection
RO;MÄrÄÅeÅti;0;0;E85
RO;Tecuci;21;21; 
RO;AlbiÅ£a;132;153;Â 
MD;LeuÅ¡eny;5;158;Â 
MD;ChiÅinÄu;72;230;Â 
UA;Odessa;177;407;E95
Country;City;Km (section);Km (cuml.);Connection
RO;Roman;0;0;E85
RO;IaÅi;84;84;Â 
RO;Sculeni;22;106; 
Country;City;Km (section);Km (cuml.);Connection
A;Wien;0;0;E60, E49, E59, E461
SK;Bratislava;65;65;E65, E75, E571, E575
Country;City;Km (section);Km (cuml.);Connection
CZ;Praha;0;0;E55, E65, E50, E67, E48
CZ;Jihlava;126;126;E65, E50
A;Wien;171;296;E60, E49, E58, E461
A;Graz;201;498;E57, E66
A;Spielfeld;47;544; 
SLO;Maribor;21;565;E57
HR;Zagreb;115;680;E65, E70, E71
Country;City;Km (section);Km (cuml.);Connection
F;Niort;0;0; 
F;La Rochelle;62;62;E03, E602
Country;City;Km (section);Km (cuml.);Connection
F;La Rochelle;0;0;E03, E601
F;Saintes;68;68;E603
Country;City;Km (section);Km (cuml.);Connection
F;Saintes;0;0;E602
F;Angoulème;74;74;E606
F;Limoges;104;178;E09
Country;City;Km (section);Km (cuml.);Connection
F;Tours;0;0;E05, E60, E502
F;Vierzon;115;115;E11
Country;City;Km (section);Km (cuml.);Connection
F;Angoulème;0;0;E603
F;Bordeaux;129;129;E05, E70, E72
Country;City;Km (section);Km (cuml.);Connection
F;Digoin;0;0; 
F;Chalon-sur-Saône;88;88; 
Country;City;Km (section);Km (cuml.);Connection
F;Brest;0;0;E50
F;Nantes;304;304;E03, E62
F;Tours;220;523;E05, E502, E604
F;Orléans;118;641;E05, E09
F;Courtenay;99;740;E511
F;Beaune;204;944;E17
F;Besançon;108;1052;E23
F;Belfort;93;1145;E27
F;Mulhouse;44;1189;E25, E54, E512
CH;Basel;38;1226;E25, E35, E54
CH;Zürich;90;1316;E41
CH;Winterthur;25;1340;E41
CH;Sankt Gallen;58;1399; 
CH;Sankt Margrethen;25;1424;E43
A;Lauterach;12;1436; 
A;Feldkirch;32;1468; 
A;Imst;106;1573; 
A;Innsbruck;58;1632;E45, E533
A;Wörgl;60;1692;E45, E641
D;Rosenheim;53;1745;E45
A;Salzburg;89;1834;E55, E52, E641
A;Linz;130;1964;E55, E552
A;Wien;181;2145;E49, E59, E58, E461
A;Nickelsdorf;71;2216; 
H;Mosonmagyaróvár;24;2240;E65
H;Györ;40;2280;E75, E575
H;Budapest;119;2399;E75, E71, E73, E77
H;Püspökladány;198;2597;E573
RO;Oradea;73;2670;E79, E671
RO;Cluj-Napoca;146;2815;E81, E576
RO;Turda;29;2844;E81
RO;TÃ®rgu MureÅ;78;2922;Â 
RO;BraÅov;166;3088;E68, E574
RO;PloieÅti;102;3189;Â 
RO;BucureÅti;59;3248;E85, E70
RO;Urziceni;57;3305;E85
RO;Slobozia;63;3369; 
RO;HÃ®rÅova;56;3425;Â 
RO;Constanta;83;3508;E87
Country;City;Km (section);Km (cuml.);Connection
F;Lyon;0;0;E15, E70, E711
F;Pont-d'Ain;57;57; 
Country;City;Km (section);Km (cuml.);Connection
I;Ivrea;0;0;E25
I;Torino;55;55;E70, E64, E717
Country;City;Km (section);Km (cuml.);Connection
A;Villach;0;0;E55, E66
A;Karawanken Tunnel;22;22; 
SLO;Predor Karavanke;7;30; 
SLO;Naklo;37;67;E652
SLO;Ljubljana;34;101;E70, E57
I;Trieste;96;196;E70
HR via SLO;Rijeka;73;270;E65, E751
Country;City;Km (section);Km (cuml.);Connection
F;Nantes;0;0;E60, E03
F;Poitiers;186;186;E05
F;Mâcon;415;601; 
CH;Genève;152;753;E25, E21, E712
CH;Lausanne;64;817;E25, E23
CH;Martigny;71;887;E27
CH;Sion;29;916; 
CH;Simplon;83;999; 
I;Gravellona Toce;65;1064; 
I;Milano;95;1160;E35, E64
I;Tortona;78;1238;E70
I;Genova;69;1307;E25, E80
Country;City;Km (section);Km (cuml.);Connection
FIN;Sodankylä;0;0;E75
FIN;Kemijärvi;108;108; 
FIN;Kuusamo;141;249; 
FIN;Kajaani;253;503; 
FIN;Kuopio;173;676; 
FIN;Jyväskylä;147;823;E75
FIN;Tampere;146;968;E12
FIN;Turku;158;1126;E18
Country;City;Km (section);Km (cuml.);Connection
A;Wörgl;0;0;E45, E60
A;Sankt Johann in Tirol;31;31; 
A;Lofer;25;56; 
A via D;Salzburg;49;105;E55, E60, E52
Country;City;Km (section);Km (cuml.);Connection
I;Torino;0;0;E70, E612, E717
I;Milano;143;143;E35, E62
I;Brescia;103;246;E70
Country;City;Km (section);Km (cuml.);Connection
A;Altenmarkt im Pongau;0;0; 
A;Liezen;72;72;E57
Country;City;Km (section);Km (cuml.);Connection
A;Klagenfurt;0;0;E66
A;Loibl Pass;29;29; 
SLO;Naklo;21;50;E61
Country;City;Km (section);Km (cuml.);Connection
S;Malmö;0;0;E20, E06, E22
S;Ystad;57;57; 
PL;ÂÅwinoujÅcie;173;230;Â 
PL;Wolin;27;257; 
PL;Goleniów;41;298;E28
PL;Szczecin;38;337;E28
PL;Åwiebodzin;169;506;E30
PL;Jelenia Góra;278;784; 
CZ;Harrachov;32;816; 
CZ;Zelezný Brod;27;843; 
CZ;Turnov;13;856;E442
CZ;Mladá Boleslav;30;886; 
CZ;Praha;57;944;E55, E50, E59, E67, E48
CZ;Jihlava;126;1069;E50, E59
CZ;Brno;90;1159;E50, E461, E462
CZ;BÅeclav;60;1219;Â 
SK;Bratislava;85;1304;E75, E58, E571, E575
H;Rajka;20;1324; 
H;Mosonmagyaróvár;16;1340;E60
H;Csorna;37;1377; 
H;Szombathely;69;1446; 
H;Körmend;25;1472; 
H;Zalaegerszeg;32;1503; 
H;Nagykanizsa;49;1553;E71
H;Letenye;23;1575; 
HR;Zagreb;117;1693;E70, E59, E71
HR;Karlovac;53;1746;E71
HR;Rijeka;127;1873;E61, E751
HR;Split;350;2222;E71
HR via BIH;MetkoviÄ;131;2353;E73
HR;Dubrovnik;92;2445;E80
YU;Petrovac;143;2588;E80, E851
YU;Podgorica;48;2635;E80, E762
YU;Bijelo Polje;112;2747;E763
MK;Skopje;250;2998;E75
MK;Kicevo;113;3111; 
MK;Ohrid;62;3173;E852
MK;Bitola;64;3236; 
GR;Níki;16;3252; 
GR;Vévi;24;3276;E86
GR;Kozáni;64;3340;E90
GR;Lárissa;119;3459;E75
GR;Domokós;75;3534; 
GR;Lamía;38;3571;E75, E952
GR;Brálos;27;3598; 
GR;Itéa;44;3642; 
GR;Antirrio;91;3733; 
GR;Río;4;3737;E55
GR;Égio;29;3767; 
GR;Korinthos;99;3865;E94
GR;Trípoli;81;3946;E961
GR;Kalámata;90;4036;E55
GR;Kissámos;326;4363; 
GR;Chaniá;37;4400;E75
Country;City;Km (section);Km (cuml.);Connection
H;Balatonkeresztúr;0;0; 
H;Nagyatád;59;59; 
H;Barcs;37;96; 
HR;Virovitica;16;112; 
HR;OkuÄani;96;208;Â 
BIH;Banja Luka;71;278; 
BIH;Jajce;76;354;E761
BIH;Donji Vakuf;31;385;E761
BIH;Zenica;64;449;E73, E761
Country;City;Km (section);Km (cuml.);Connection
YU;Subotica;0;0; 
YU;Sombor;57;57; 
HR;Osijek;74;132;E73
Country;City;Km (section);Km (cuml.);Connection
I;Fortezza;0;0;E45
I;San Candido;62;62; 
A;Spittal an der Drau;119;180; 
A;Villach;42;222;E55, E61
A;Klagenfurt;39;261;E652
A;Graz;127;387;E57, E59
H;Veszprém;220;608; 
H;Székesfehérvár;44;651; 
Country;City;Km (section);Km (cuml.);Connection
RO;TimiÅoara;0;0;E70
RO;Arad;53;53;E68
RO;Oradea;111;164;E60, E79
Country;City;Km (section);Km (cuml.);Connection
RO;Lugoj;0;0; 
RO;Deva;93;93;E79, E68
Country;City;Km (section);Km (cuml.);Connection
FIN;Helsinki;0;0;E75, E12, E18
EST;Tallinn;83;83;E20
LV;Riga;307;390; 
LT;PanevÄÅŸys;154;544;E272
LT;Kaunas;119;663;E85, E271
PL;Warszawa;383;1046;E30, E77, E372
PL;Piotrków Trybunalski;136;1182;E75
PL;WrocÅaw;207;1390;E40, E261
PL;KÅodzko;93;1483;Â 
CZ;BÄloves;36;1519;Â 
CZ;Náchod;4;1523; 
CZ;Hradec Králové;41;1563;E442
CZ;Praha;109;1673;E55, E65, E50, E59, E48
Country;City;Km (section);Km (cuml.);Connection
H;Szeged;0;0;E75
RO;Arad;100;100;E671
RO;Deva;143;243;E79, E673
RO;Sibiu;114;357;E81
RO;BraÅov;142;499;E60, E574
Country;City;Km (section);Km (cuml.);Connection
N;Nordkapp;0;0; 
N;Olderfjord;111;111;E06
Country;City;Km (section);Km (cuml.);Connection
E;La Coruña;0;0;E01
E;Oviedo;295;295; 
E;Bilbao;280;575;E804
E;San Sebastián;97;673;E05, E80
F;Bordeaux;244;916;E05, E72, E606
F;Clermont-Ferrand;359;1275;E11
F;Lyon;173;1448;E15, E611, E711
F;Chambéry;97;1545;E712
I;Susa;157;1702; 
I;Torino;59;1761;E64, E612, E717
I;Alessandria;88;1848;E25, E74
I;Tortona;30;1878;E62
I;Brescia;165;2043;E64
I;Verona;76;2118;E45
I;Venézia-Mestre;112;2230;E55
I;Palmanova;102;2333;E55
I;Trieste;50;2383;E61
SLO;Ljubljana;96;2478;E57, E61
HR;Zagreb;141;2619;E65, E59, E71
HR;Äakovo;244;2863;E73
YU;Beograd;209;3072;E75, E763
YU;Vrsac;81;3153; 
RO;TimiÅoara;77;3230;E671
RO;CaransebeÅ;103;3333;Â 
RO;Drobeta-Turnu Severin;104;3437;E771
RO;Craiova;110;3547;E79
RO;PiteÅti;130;3677;E81, E574
RO;BucureÅti;114;3791;E85, E60
RO;Giurgiu;65;3856;E85
BG;Ruse;14;3870;E85
BG;Razgrad;61;3931; 
BG;Å umen;46;3976;E772
BG;Varna;89;4065;E87
TR;Samsun;721;4786;E95
TR;Ordu;150;4936; 
TR;Giresun;47;4983; 
TR;Trabzon;131;5114;E97
Country;City;Km (section);Km (cuml.);Connection
F;Lyon;0;0;E15, E70, E611
F;Grenoble;106;106;E713
Country;City;Km (section);Km (cuml.);Connection
CH;Genève;0;0;E25, E21, E62
F;Chambéry;85;85;E70
F;Marseille;325;410;E714
Country;City;Km (section);Km (cuml.);Connection
F;Valence;0;0; 
F;Grenoble;92;92;E711
Country;City;Km (section);Km (cuml.);Connection
F;Orange;0;0;E15
F;Marseille;116;116;E712
Country;City;Km (section);Km (cuml.);Connection
I;Torino;0;0;E70, E64, E612
I;Savona;134;134;E80
Country;City;Km (section);Km (cuml.);Connection
SK;KoÅ¡ice;0;0;E50, E571
H;Miskolc;84;84; 
H;Budapest;171;255;E75, E60, E73, E77
H;Balatonaliga;93;348; 
H;Nagykanizsa;119;466;E65
HR;Zagreb;140;606;E65, E70, E59
HR;Karlovac;53;660;E65
BIH;BihaÄ;99;759;E761
HR;Knin;154;913; 
HR;Split;103;1016;E65
Country;City;Km (section);Km (cuml.);Connection
F;Bordeaux;0;0;E05, E70, E606
F;Toulouse;242;242;E80, E09
Country;City;Km (section);Km (cuml.);Connection
H;Budapest;0;0;E75, E60, E71, E77
H;Szekszárd;155;155; 
H;Mohács;46;201; 
HR;Osijek;56;257;E662
HR;Äakovo;38;295;E70
BIH;Bosanski Samac;35;330; 
BIH;Zenica;145;475;E661, E761
BIH;Mostar;166;642; 
HR;MetkoviÄ;43;684;E65
Country;City;Km (section);Km (cuml.);Connection
F;Nice;0;0;E80
I;Cuneo;120;120; 
I;Asti;88;207; 
I;Alessandria;38;246;E25, E70
Country;City;Km (section);Km (cuml.);Connection
HR;Rijeka;0;0;E65, E61
HR;Pula;106;106; 
SLO;Koper;95;200; 
Country;City;Km (section);Km (cuml.);Connection
N;Vardø;0;0; 
FIN;Utsjoki;212;212; 
FIN;Ivalo;161;373; 
FIN;Sodankylä;163;536;E63
FIN;Rovaniemi;128;664; 
FIN;Kemi;121;784;E04
FIN;Oulu;107;892; 
FIN;Jyväskylä;338;1230;E63
FIN;Lahti;178;1408; 
FIN;Helsinki;103;1511;E67, E12, E18
PL;ÂGdaÅsk;744;2255;E77, E28
PL;Åwiecie;126;2381;E261
PL;KroÅniewice;163;2544;Â 
PL;ÅÃ³dÅº;60;2604;Â 
PL;Piotrków Trybunalski;55;2659;E67
PL;Katowice;154;2813; 
CZ;Äesky TÄÅ¡in;74;2887;E462
SK;Åœilina;72;2959;E442
SK;Bratislava;200;3159;E65, E58, E571, E575
H;Györ;75;3234;E60, E575
H;Budapest;119;3353;E60, E71, E73, E77
H;Szeged;168;3521;E68
YU;Beograd;221;3743;E70, E763
YU;NiÅ¡;232;3975;E80, E771
MK;Kumanovo;161;4136;E871
MK;Skopje;40;4176;E65
MK;Gevgelija;155;4331; 
GR;Évzoni;7;4338; 
GR;Thessaloníki;69;4407;E90, E79
GR;Lárissa;151;4558;E65
GR;Almirós;215;4773; 
GR;Lamía;76;4849;E65, E952
GR;Athína;214;5063;E94
GR;Chaniá;311;5374;E65
GR;Iráklio;132;5505; 
GR;Ágios Nikólaos;63;5568; 
GR;Sitía;70;5639; 
Country;City;Km (section);Km (cuml.);Connection
BIH;BihaÄ;0;0;E71
BIH;Jajce;157;157;E661
BIH;Donji Vakuf;31;188;E661
BIH;Zenica;64;252;E73, E661
BIH;Sarajevo;73;325;E762
YU;UÅŸice;168;494;Â 
YU;ÄaÄak;55;549;E763
YU;Kraljevo;38;587; 
YU;KruÅ¡evac;60;646;Â 
YU;Pojate;23;669; 
YU;ParaÄin;17;685;Â 
YU;ZajÄcar;87;773;Â 
Country;City;Km (section);Km (cuml.);Connection
BIH;Sarajevo;0;0;E761
YU;Podgorica;209;209;E65, E80
 ;*Albania*;23;232; 
Country;City;Km (section);Km (cuml.);Connection
YU;Beograd;0;0;E75, E70
YU;ÄaÄak;137;137;E761
YU;Nova Varos;117;254; 
YU;Bijelo Polje;73;327;E65
Country;City;Km (section);Km (cuml.);Connection
I;Migliarino;0;0;E80
I;Firenze;88;88;E35
Country;City;Km (section);Km (cuml.);Connection
RO;Drobeta-Turnu Severin;0;0;E70
YU;NiÅ¡;228;228;E75, E80
Country;City;Km (section);Km (cuml.);Connection
BG;Jablanica;0;0;E83
BG;Veliko Tarnovo;149;149;E85
BG;Å umen;131;280;E70
Country;City;Km (section);Km (cuml.);Connection
BG;Popovica;0;0; 
BG;Stara Zagora;64;64;E85
BG;Burgas;177;241;E87
Country;City;Km (section);Km (cuml.);Connection
PL;GdaÅsk;0;0;E75, E28
PL;Elblag;60;60; 
PL;Warszawa;279;339;E30, E67, E372
PL;Radom;114;453;E371
PL;Kraków;192;644;E40, E462
SK;Trstená;103;747; 
SK;RuÅŸomberok;54;801;Â 
SK;Zvolen;72;873;E571
H;Budapest;145;1018;E75, E60, E71, E73
Country;City;Km (section);Km (cuml.);Connection
I;Grosseto;0;0;E80
I;Arezzo;138;138;E35
I;Sansepolcro;42;181; 
I;Fano;105;286;E55
Country;City;Km (section);Km (cuml.);Connection
RO;Oradea;0;0;E60, E671
RO;Beius;57;57; 
RO;Deva;116;173;E68, E673
RO;PetroÅani;86;259;Â 
RO;Tirgu Jiu;48;308; 
RO;Craiova;112;420;E70
RO;Calafat;87;506; 
BG;Vidin;8;514; 
BG;Vraca;126;640; 
BG;Botevgrad;50;689;E83
BG;Sofia;63;753;E80, E83, E871
BG;Blagoevgrad;92;845; 
GR;Séres;124;969; 
GR;Thessaloníki;81;1050;E75, E90
Country;City;Km (section);Km (cuml.);Connection
P;Coimbra;0;0;E80, E01
P;Viseu;91;91;E80
P;Vila Real;101;192;E82
P;Chaves;63;255;E805
E;Verín;26;281; 
Country;City;Km (section);Km (cuml.);Connection
P;Bragança;0;0;E82
P;Guarda;192;192;E80, E806
P;Castelo Branco;101;293;E806
P;Portalegre;84;377; 
P;Évora;100;477;E90
P;Beja;77;555; 
P;Ourique;65;620; 
Country;City;Km (section);Km (cuml.);Connection
E;Salamanca;0;0;E80
E;Merida;278;278; 
E;Sevilla;194;472;E05, E01
Country;City;Km (section);Km (cuml.);Connection
E;Bilbao;0;0;E70
E;Logroño;131;131; 
E;Zaragoza;174;305;E90, E07
Country;City;Km (section);Km (cuml.);Connection
P;Famalicão;0;0; 
P;Chaves;377;377;E801
Country;City;Km (section);Km (cuml.);Connection
P;Torres Novas;0;0; 
P;Abrantes;32;32; 
P;Castelo Branco;99;130;E802
P;Guarda;101;231;E80, E802
Country;City;Km (section);Km (cuml.);Connection
P;Lisboa;0;0;E90, E01
P;Santarem;82;82; 
P;Leiria;73;155; 
P;Coimbra;74;229;E01, E801
P;Aveiro;61;291;E01
P;Viseu;72;362;E801
P;Guarda;68;430;E802, E806
P;Vilar Formoso;42;472; 
E;Salamanca;116;588;E803
E;Burgos;239;828;E05
E;San Sebastián;246;1074;E05, E70
F;Pau;157;1231;E07
F;Toulouse;195;1426;E09, E72
F;Narbonne;154;1580;E15
F;Nîmes;142;1722; 
F;Aix-en-Provence;106;1828; 
F;Nice;175;2003;E74
I;Ventimiglia;34;2037; 
I;Savona;111;2147;E717
I;Genova;48;2196;E25, E62
I;La Spezia;102;2298;E33
I;Migliarino;71;2369;E76
I;Livorno;32;2402; 
I;Grosseto;135;2536;E78
I;Roma;182;2718;E35, E821
I;Pescara;209;2927;E55
HR;Dubrovnik;320;3247;E65
YU;Petrovac;144;3391;E65, E851
YU;Podgorica;48;3439;E65, E762
YU;PriÅ¡tina;237;3676;E851
YU;NiÅ¡;124;3800;E75, E771
YU;Dimitrovgrad;94;3894; 
BG;Sofia;59;3953;E79, E83, E871
BG;Plovdiv;140;4093; 
BG;Svilengrad;140;4233;E85
TR;Edirne;34;4266; 
TR;Babaeski;62;4328;E87
TR;Silivri;123;4451;E84
TR;Istanbul;71;4523; 
TR;Izmit;107;4630; 
TR;Adapazari;42;4672; 
TR;Bolu;111;4783; 
TR;Gerede;66;4848;E89
TR;Ilgaz;142;4990; 
TR;Amasya;229;5219; 
TR;Niksar;111;5330; 
TR;Refahiye;191;5521;E88
TR;Erzincan;70;5591; 
TR;Askale;138;5729;E97
TR;Erzurum;54;5783; 
TR;AÄri;185;5968;Â 
TR;Gürbulak;129;6097; 
 ;*Iran*;6;6102; 
Country;City;Km (section);Km (cuml.);Connection
RO;Halmeu;0;0; 
RO;Satu Mare;31;31; 
RO;Zalau;93;124; 
RO;Cluj-Napoca;77;201;E60, E576
RO;Turda;29;230;E60
RO;SebeÅ;81;311;Â 
RO;Sibiu;52;363;E68
RO;PiteÅti;145;509;E70, E574
Country;City;Km (section);Km (cuml.);Connection
I;Roma;0;0;E35, E80
I;San Cesareo;36;36;E45
Country;City;Km (section);Km (cuml.);Connection
P;Porto;0;0;E01
P;Vila Real;93;93;E801
P;Bragança;116;210;E802
E;Zamora;102;312; 
E;Tordesillas;68;379; 
Country;City;Km (section);Km (cuml.);Connection
BG;Bjala;0;0;E85
BG;Pleven;95;95; 
BG;Jablanica;78;174;E772
BG;Botevgrad;29;203;E79
BG;Sofia;63;266;E80, E79, E871
Country;City;Km (section);Km (cuml.);Connection
I;Avellino;0;0;E842
I;Salerno;36;36;E45
Country;City;Km (section);Km (cuml.);Connection
I;Napoli;0;0;E45
I;Avellino;56;56;E841
I;Benevento;28;84; 
I;Canosa di Puglia;135;218;E55
Country;City;Km (section);Km (cuml.);Connection
I;Bari;0;0;E55
I;Taranto;94;94;E90
Country;City;Km (section);Km (cuml.);Connection
I;Spezzano Albanese;0;0; 
I;Sibari;24;24;E90
Country;City;Km (section);Km (cuml.);Connection
I;Cosenza;0;0;E45
I;Crotone;117;117;E90
Country;City;Km (section);Km (cuml.);Connection
I;Sicignano degli Alburni;0;0;E45
I;Potenza;59;59; 
I;Metaponto;111;171;E90
Country;City;Km (section);Km (cuml.);Connection
I;Sant'Eufemia Lamezia;0;0; 
I;Catanzaro;37;37;E90
Country;City;Km (section);Km (cuml.);Connection
TR;KeÅan;0;0;E90, E87
TR;Tekirdag;93;93; 
TR;Silivri;70;163;E80
Country;City;Km (section);Km (cuml.);Connection
YU;Petrovac;0;0;E65, E80
 ;*Albania*;53;53; 
 ;*Albania*;148;201; 
YU;Prizren;16;216; 
YU;PriÅ¡tina;78;295;E80
Country;City;Km (section);Km (cuml.);Connection
MK;Ohrid;0;0;E65
 ;*Albania*;29;29; 
Country;City;Km (section);Km (cuml.);Connection
GR;Ioánnina;0;0;E90, E92, E951
 ;*Albania*;61;61; 
Country;City;Km (section);Km (cuml.);Connection
LT;Klaipéda;0;0;E271, E272
LT;Kaunas;213;213;E67, E271
LT;Vilnius;103;317;E271, E272
BY;Lida;95;412; 
BY;Slonim;97;509; 
BY;Kobrin;145;654; 
UA;Luck;202;856; 
UA;Äernovcy;333;1190;Â 
RO;Siret;41;1231; 
RO;Suceava;40;1271;E576
RO;Roman;104;1375;E583
RO;BacÄu;42;1417;E574
RO;MÄrÄÅeÅti;85;1502;E581
RO;BuzÄu;93;1594;Â 
RO;Urziceni;53;1647;E60
RO;BucureÅti;57;1705;E60, E70
RO;Giurgiu;65;1769;E70
BG;Ruse;14;1784;E70
BG;Bjala;49;1833;E83
BG;Veliko Tarnovo;52;1885;E772
BG;Stara Zagora;108;1993;E773
BG;Haskovo;59;2052; 
BG;Svilengrad;68;2119;E80
GR;Orménio;17;2136; 
GR;Kastanies;31;2167; 
GR;Didimoticho;38;2205; 
GR;Alexandropoúli;110;2315;E90
Country;City;Km (section);Km (cuml.);Connection
GR;Kristalopigí;0;0; 
GR;Flórina;45;45; 
GR;Vévi;21;66;E65
GR;Géfira;111;177; 
Country;City;Km (section);Km (cuml.);Connection
BG;Sofia;0;0;E80, E79, E83
BG;Kjustendil;95;95; 
MK;Kumanovo;98;194;E75
Country;City;Km (section);Km (cuml.);Connection
RO;Tulcea;0;0; 
RO;Constanta;129;129;E60
BG;Varna;156;285;E70
BG;Burgas;127;412;E773
BG;MiÄurin;62;474;Â 
BG;Malko Tarnovo;41;515; 
TR;Dereköy;15;529; 
TR;Kirklareli;31;560; 
TR;Babaeski;37;597;E80
TR;Havza;27;624; 
TR;KeÅan;85;709;E90, E84
TR;Gelibolu;67;776;E90
TR;Eceabat;43;818; 
TR;Çanakkale;6;824; 
TR;Ayvalik;180;1005; 
TR;Izmir;153;1158;E96
TR;Selçuk;81;1239; 
TR;Aydin;51;1290; 
TR;Denizli;184;1474; 
TR;Acipayam;57;1530; 
TR;Korkuteli;105;1635; 
TR;Antalya;64;1700; 
Country;City;Km (section);Km (cuml.);Connection
TR;Ankara;0;0;E90, E89
TR;Yozgat;213;213; 
TR;Sivas;234;447; 
TR;Refahiye;174;621;E80
Country;City;Km (section);Km (cuml.);Connection
TR;Gerede;0;0;E80
TR;Kizilcahamam;64;64; 
TR;Ankara;83;147;E90, E88
Country;City;Km (section);Km (cuml.);Connection
E;Madrid;0;0;E05, E90
E;Valencia;344;344;E15
Country;City;Km (section);Km (cuml.);Connection
E;Jaén;0;0; 
E;Granada;88;88; 
E;Málaga;124;212; 
Country;City;Km (section);Km (cuml.);Connection
P;Lisboa;0;0;E80, E01
P;Montijo;50;50; 
P;Setúbal;23;73;E01
P;Évora;99;172;E802
P;Caia;98;270; 
E;Badajoz;57;328; 
E;Madrid;406;733;E05, E901
E;Zaragoza;310;1043;E07, E804
E;Lérida;149;1192; 
E;Barcelona;178;1370;E15, E09
I;Mazara del Vallo;986;2356;E931
I;Alcamo;79;2435;E933
I;Palermo;64;2499; 
I;Buonfornello;47;2547;E932
I;Messina;184;2731;E45
I;Reggio di Calabria;19;2749; 
I;Catanzaro;197;2946;E848
I;Crotone;74;3020;E846
I;Sibari;115;3135;E844
I;Metaponto;195;3330;E847
I;Taranto;48;3378;E843
I;Brindisi;70;3448;E55
GR;Igoumenítsa;252;3699;E55, E92
GR;Ioánnina;92;3791;E92, E853, E951
GR;Kozáni;181;3972;E65
GR;Thessaloníki;129;4101;E75, E79
GR;Alexandropoúli;343;4443;E85
TR;Ipsala;54;4497; 
